"";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc";"MLEc"
"1";1,40195042467847;1,40112394908766;1,48021814309587;1,69293235847613;1,40156727023298;1,64053380891896;1,36221544403961;1,43122669559272;1,72810374177755;-1,12708559163259;1,02051148350776;1,45864962586591;1,81237167145258;1,52132366587221;1,99928120166653;-0,576693119839012;1,41537753515768;1,39362598793387;1,17782565485831;1,35300678241638;1,40149095028256;1,96719073412078;0,834183097418862;1,44047980453698;1,41027824868308;1,40332589913502;1,16539152690243;1,36024053449283;1,66727774263753;1,401858159999;1,40239302849951;1,14054558950461;1,47884574630941;1,44931524379762;0,405674965514168;0,530613236740188;1,40039554325868;1,38390745738423;1,40136643022906;0,309727260144272;1,40237042644233;1,4035297860398;0,171197108791302;1,22656790740231;1,37642997871852;1,08691513444065;1,50011222712825;1,49931472454266;1,43148858210493;1,49560286308692
"2";1,40069704162541;1,38294883298864;1,08393441566065;1,40340056007346;1,51658316833951;1,41977540660033;1,51583671121992;1,17558446336732;1,4532303281671;1,15177058461456;-0,543454681302965;1,49326814576802;-0,0555222171115037;-0,0770982337260024;0,163478977626237;1,93406138240916;1,57767532448984;1,65725352830564;1,42934107267948;1,5147261358694;1,40201253003;1,69029463012195;1,34464272699165;0,453742972254981;0,436165121795248;1,40417547151656;1,81238832610543;1,40197774207942;0,977617004736481;1,32121823419653;1,22617838331223;1,63665754128818;1,35725589069191;1,32218257081172;1,45599521564817;1,39949697944188;1,47709745677793;0,533176855496249;1,5809265338055;1,20296177745891;1,7341810511539;1,40395409336113;-0,730638645964742;1,40816769157096;1,38981928391892;1,41453313821849;0,64855473522994;1,65900505704896;1,44046446302875;1,51272444159585
"3";1,43187888015664;1,40310524352464;1,26894997809838;1,92261357585728;1,42432355483164;1,41804335662392;1,40038116579624;1,48777684017911;1,40027537594202;1,43575296056295;1,40223382869472;1,19468296368141;1,40093496645345;-0,71422430262739;1,43178396031102;1,3869384081018;0,805891135226783;-0,908170226964689;1,40153821333472;1,40550547620305;1,54177754170469;1,66148184085262;1,39928554880574;1,40169530323702;1,70562045032574;1,44498456052119;1,61433606797457;2,00891000306988;1,48538500490195;1,54599397457875;1,81560085213078;1,34142271022581;1,51756500572484;1,66429655736684;1,45126892037661;0,693284936174464;1,46720748352347;1,43508666842518;1,53217070577728;1,41590249160098;2,02773464877551;1,01092626800071;1,42330859762088;1,19241803558763;1,4061742503751;1,40208097394976;1,40140684977995;1,48940992451603;1,54041630975604;1,74582233104563
"4";1,42829301491272;1,49626098674379;1,40237849305234;1,4500146759718;1,43375296539534;1,67614874887519;1,43558397192766;1,52016755840144;0,630680884062712;-0,494636099168155;1,41393088690842;2,52413470196925;1,4147720002068;1,40988190256621;-0,812565909877588;1,77077010780615;1,29449653159292;1,27038370401173;1,71642850163812;1,46339746074491;1,25682415415183;1,4012240436573;1,76157627439182;-0,457641905139033;-0,366115835412113;1,38936380713993;1,40476973638517;1,43965257652091;1,46106646831995;1,40217053034307;1,46745322359293;1,40635916366542;1,57138755378578;1,40072791827732;1,57835992637848;1,3628683061909;1,40427737139132;1,41068908322797;1,30815711189412;1,40129521784999;1,40065841200303;1,90037702345483;1,61382955585829;1,37420269899267;0,891921446818606;0,697729181068276;1,49677677807535;1,48027442164153;0,892011307064129;0,485842921024627
"5";-0,230584687153978;1,41028562637435;1,32619283124431;1,45108133669157;1,03891872348296;1,46109390270045;0,350001825864693;1,40332874017173;1,64559986091169;1,22676202629441;1,40151778428902;1,12117385421609;1,43735165148321;-0,0817730978566544;1,40145245629588;1,41634522062035;1,50839634859054;2,10143542041332;1,36027850995741;1,43450564633887;1,40119392283034;1,42545202802165;1,582344710085;0,409221458659554;1,11928952372957;1,49582817863437;0,602962743911482;1,65256948170644;1,407490601447;1,32134909059044;1,72545468737711;1,66095888019721;1,40479174044689;2,00729897312131;0,690601090389156;1,48197015866457;1,60237287478506;1,40264654140223;1,40162871939454;1,81682051080111;1,51917894468984;0,674718822741788;1,44569433333827;1,92856949754293;0,696708654862637;1,65091855940862;1,40166040710735;1,121636848064;0,757639923933969;1,40457655345458
"6";1,45815426117588;1,40941961520059;2,40885110290571;1,3837055533236;1,45339744007883;0,236406205031006;1,7026627173138;1,39085687659643;1,59396298400512;1,40238341199691;-0,27353533732462;1,44127600983782;1,41087219085812;-0,194902827581336;0,923237626112755;1,06051712574826;1,40367113593179;1,49686718103378;-1,30376420330074;0,0873295171045738;1,4002768165738;1,50261756377181;1,968500305167;1,42170011701244;1,54673956299853;1,55462640973717;1,91943293535175;1,48433017317323;1,53713856285641;1,40821857352323;0,864468796056712;1,52405719411336;1,44260634916851;1,43370799744079;1,42012392361885;2,09916530938851;1,40252260931273;1,4816606647815;1,4050683342438;0,157234368889497;1,33232201436122;1,62640641389049;1,40087076802064;1,67579453399082;1,43812539223735;1,35552322606402;0,459688436896638;1,39398529997551;1,85131007669566;1,69532196392961
"7";1,37833484692253;0,84692137866296;0,867136713541023;1,58198378963591;0,639162209314595;1,44301972553211;1,21773360899786;1,26686547121418;1,42335449777458;1,4021469681903;1,42636237355702;0,975605938961564;1,53475550699415;0,966524165200032;1,11171995102095;1,70695857055006;1,40249936104543;1,39943245962725;1,41195248653343;1,40252793478384;2,09411077184906;1,43991276613351;1,3995001262844;1,62013594168408;1,82455973477075;1,52524271337041;1,78944349381976;1,46022990367434;1,87952518164947;1,67854630175393;1,12471692372527;1,65785787745824;1,95923870526383;1,19436322943363;1,64113372080619;1,40468705702779;1,456088418872;2,35394202999166;1,47257539197912;1,41354278174723;1,37907623179038;1,48191028727834;1,40278504722982;1,53432118004706;0,879728087496499;1,27766389841552;1,20045205271802;0,689537104687535;-2,00684467015728;1,49458271232161
"8";1,71303884103691;0,79664275405627;0,70267054684636;1,39624625887455;1,40287873919595;1,40636520679303;1,29319721606788;1,47041681511174;1,53722388900581;1,07768534987254;1,40357780582355;1,40239211263933;1,40354954391065;1,20191770913815;1,40687123411706;1,45382389523177;1,41605238532465;1,61804485404996;1,45887814814326;1,24622913791607;0,875260453398134;1,40250563279601;0,703359578739028;0,549050640292153;1,4020101461185;1,40235989065851;1,40364742476162;1,42654035747745;1,79333306004375;1,80027290478265;0,479195982851901;1,2955111148277;1,41617883484743;1,77497544687089;0,0362303418274017;0,803531003707169;1,40130710771846;-1,11864647762097;1,14128941804775;1,53442652637324;1,31246489717648;1,40075098449541;1,40161483385695;1,23265304986116;0,901662232403377;1,59967673624198;1,81438256325228;-0,0876638109663617;1,59057375991315;1,99480080539636
"9";1,4191009205017;1,55865131228276;1,40076205246088;1,4049832033417;1,4004179078571;1,40709668466694;1,39515193458233;1,4013708534547;0,524762376500277;1,29248418230297;1,40165325466535;1,40024256137031;1,34862195368298;1,40236250632245;1,40494852740076;1,66898478173911;1,36986297786251;1,45356368470732;1,40330642370342;1,40174753653863;1,67618309218149;1,18543322158382;-0,266871795005263;0,618484078518299;0,603600615009577;1,25996318744449;0,964164178678421;1,07482838306332;1,40189355663674;2,34543540003564;1,4698136799453;0,497065793909389;1,41024077359356;1,42002425257025;1,27719349097689;0,616194460786232;1,73173995853559;1,41627956256582;1,40182101838994;0,972526979027628;1,37027681230929;1,40504738264649;1,34754828529183;1,40217177062249;0,886576453542251;1,41280906866912;1,25287299824029;1,77501336755798;1,43368395625711;1,39825280736069
"10";1,40299738747452;1,41238972329766;-0,335141576958105;1,24877784730552;1,89532081658679;1,60770046050758;-0,248028586740746;1,48494600893048;1,21480760622737;1,3293128909306;1,10202695195689;1,40070512519463;1,40123472620917;1,40782758823932;1,43245759413162;0,489375826042961;1,40302585374048;1,40057599095579;1,49708541113841;1,39058068994611;1,47868238191982;1,3709159972414;1,41271101085222;1,44012919208744;1,31910755909092;1,4046335222082;0,398035774447171;1,23367619256676;-0,499318687969085;1,47313033752677;1,42370595355831;2,09997003089984;1,39527828208861;1,45019653516118;1,40461130407181;1,42078200769253;-0,0507777720164313;0,60864765651142;1,56706412337267;1,40646193347482;1,40097685474493;-1,13831390675472;1,4247512403875;0,490247096920242;1,40870268970769;1,43163647206917;1,38833015890287;1,5310658744234;1,40150878213338;1,33423773091771
