"","x"
"1",1.11855874552849
"2",1.05214438907545
"3",0.935548539010654
"4",1.05009479428679
"5",0.978950483626911
"6",1.02771959800752
"7",1.02074009730049
"8",1.01038842315129
"9",1.11567608375109
"10",1.01462455878625
"11",1.0398492917795
"12",1.06082471701585
"13",0.977014318781683
"14",1.06904802499701
"15",0.97766654846306
"16",1.04236364469366
"17",1.08961116511928
"18",1.02197134943031
"19",0.952082419065071
"20",1.11756508968004
"21",1.01421648761634
"22",1.09880553258521
"23",1.08993381164043
"24",0.990592976009113
"25",1.08886384060815
"26",0.999036946267959
"27",1.05684747422208
"28",1.10911022731766
"29",0.98247187665383
"30",1.07676965230078
"31",1.04856461729958
"32",1.00900587239673
"33",1.06901365351598
"34",1.03411710403756
"35",1.03367977544839
"36",0.986285150194564
"37",1.01023160554018
"38",0.952441860421079
"39",1.078508554572
"40",1.0540400281804
"41",1.05061524425468
"42",0.981490278015959
"43",0.98035649169899
"44",0.929907388290963
"45",1.08181602956229
"46",0.982049565512362
"47",1.0551473375222
"48",1.06165944550735
"49",0.934115522707295
"50",1.03233977116774
"51",1.0150530270573
"52",1.05468741400658
"53",1.1017933182592
"54",0.968059408004639
"55",1.04209738984012
"56",0.951717994092081
"57",1.04828745358283
"58",1.06421124427307
"59",1.003914533647
"60",1.02057424491362
"61",1.03957156923789
"62",1.04774425777593
"63",1.08094903291577
"64",1.03906979591574
"65",1.00146598788529
"66",0.977314352221345
"67",1.07385999101451
"68",1.04210220734106
"69",0.990411069710817
"70",0.959023612501813
"71",1.03330942116952
"72",1.09014194201607
"73",0.970082863134625
"74",1.04716274433778
"75",0.971115407913295
"76",1.0623270091457
"77",1.00458123405323
"78",1.06077374391525
"79",0.959015081885824
"80",0.981084650357438
"81",1.07756604862038
"82",1.04056458756243
"83",1.12782116723655
"84",1.05557382008996
"85",1.04320865571719
"86",1.02644030540628
"87",1.02737032346935
"88",0.973061825551609
"89",1.00153837265601
"90",0.962622817396372
"91",0.992443263015458
"92",1.05242452054314
"93",1.04309260682074
"94",1.06660436701757
"95",0.990702944985656
"96",1.11919671169531
"97",0.991038290390934
"98",0.996288615859208
"99",1.02311327241984
"100",1.12234354230509
"101",0.976191186521851
"102",1.02497962207542
"103",1.01375919179424
"104",1.01333224863103
"105",1.00488892661875
"106",1.01113144751843
"107",1.01851875563058
"108",0.997120103669581
"109",1.03003920280996
"110",1.0742470271377
"111",1.0592153878648
"112",1.09441798647798
"113",1.05734671968891
"114",1.04438912161119
"115",0.971998256412427
"116",0.971842881333606
"117",1.01277455400974
"118",1.06353887068356
"119",1.0288116854139
"120",1.00044831509167
"121",1.07551550197612
"122",1.04108473928743
"123",0.968101386165431
"124",1.04863576958838
"125",1.05198594122098
"126",1.11967304104917
"127",0.980637219459099
"128",0.993009272052473
"129",1.10083845512155
"130",1.03572738892777
"131",1.00422591509186
"132",1.04127251887225
"133",1.053194206433
"134",0.953607581544365
"135",1.01300752237065
"136",1.03475315189924
"137",0.997188812053639
"138",1.12823289100984
"139",1.02760006503321
"140",1.01156382532409
"141",1.10950130965941
"142",0.997028136615305
"143",1.01493326479342
"144",1.06561407103084
"145",1.0459679489018
"146",1.04995742241613
"147",0.973672366879674
"148",0.981620691553945
"149",1.0010592206884
"150",0.974237026902302
"151",1.01354719929716
"152",1.04846808855762
"153",0.958602450851185
"154",0.998805784873686
"155",1.01122152135407
"156",1.00935049135707
"157",1.06837070870345
"158",1.05951862067983
"159",1.07754997267502
"160",1.0042211633282
"161",1.04435143765046
"162",1.02786962976741
"163",1.01524212052256
"164",0.993431177117988
"165",1.05204933450171
"166",0.956783219100761
"167",1.03825820704749
"168",1.00233979955132
"169",1.02000594328027
"170",1.0382458475576
"171",1.02377899167429
"172",1.07017872342728
"173",1.07800355445364
"174",1.02335992534109
"175",0.999033628424827
"176",1.01260509786685
"177",1.04415746000783
"178",1.03632543088863
"179",1.03905520906388
"180",1.08468814418339
"181",1.06455393840591
"182",1.01402577588573
"183",1.05138031197778
"184",1.04736627902231
"185",1.01017714820012
"186",1.01590935316984
"187",1.009845417655
"188",0.996395695911351
"189",1.04693236529246
"190",1.02732482135579
"191",1.04620874577197
"192",0.971345284411629
"193",0.986090565871991
"194",1.01986045441868
"195",1.00124345297665
"196",1.00522587900402
"197",1.05491449057572
"198",0.974349755512593
"199",1.06967852684358
"200",1.03901818240819
"201",0.96483857957779
"202",1.00912775402836
"203",1.00964670661153
"204",1.01215306543745
"205",1.02043542700544
"206",1.06517982418425
"207",0.998744550185804
"208",1.00126616526023
"209",0.982551609838897
"210",1.04243626857494
"211",0.984305985210731
"212",1.0830655672869
"213",1.03816240768507
"214",1.03356590223047
"215",1.00006711202407
"216",1.0721040811839
"217",0.995957841664892
"218",1.01583235120226
"219",1.11774628692287
"220",1.03954540600777
