"";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV";"EMV"
"1";1,73747311055694;1,66330493989621;1,43883740467996;1,57407024387804;1,16896659085671;1,48191515502015;1,16476123153356;1,35755450986564;0,748392601425075;1,03715257228409;1,38916511175215;1,3215261454744;1,14799903035166;1,24025768639082;1,4793784258476;1,24699063207399;1,29810457502892;1,61073528048225;1,27218693301305;0,997789917831678;1,52155016625749;1,04970327432882;1,15613219544965;1,43033076427286;1,81637216319922;1,80742782496854;1,43149249467428;1,29826457535475;1,48814411880423;1,56395649615591;1,66863934366688;1,58341280559143;1,47261945479191;1,62241294952554;1,24943399630648;1,25635218724295;1,67892527490859;1,27245206364798;1,83408273010969;1,1335184009119;1,40231444080875;1,60153609477141;1,16015754228082;1,30579319696544;1,35696145194249;1,21830791341204;1,14284684136668;1,34412072295997;1,54290324897969;1,6669326665992
"2";1,62077641354622;1,46606964434988;1,08060651539263;1,91809442500947;1,40499205943504;1,16566860936073;1,28021838157919;1,27812017585985;1,2003538902778;1,69079041858392;0,783512126226463;1,45483232586289;0,944384920488698;0,964954377012513;0,780647427972465;1,42541066926356;1,48839686857438;1,17622736672508;1,53374959888911;1,27653587942526;1,4018082488314;1,23001753984651;1,41070980946611;1,3330488710631;0,857700293962546;1,67329238592258;1,2885243798717;1,52670887496608;0,854115745050402;1,60793694226112;1,60745007707313;1,03923295792491;1,6030064694194;1,29953562698369;1,26572637884202;1,23657170657791;1,3629050917627;1,74392285502219;1,33399696622678;1,22972913755888;1,08818496733699;1,57977790381097;1,1430820238912;1,40662901256586;1,19242070466562;1,4405199366468;1,01453048235815;1,28610943720473;1,44186535516048;1,64959102879543
"3";1,62224953552319;1,29459697474009;1,3046522622579;1,58335888407184;1,61645179359596;1,45342542442706;1,73591444068402;1,54964986394625;1,4760249317123;1,17099918896427;1,64150278900823;0,945100156529994;1,61945741892533;0,820553835489703;1,54748740081232;1,42343226394991;1,33320697251748;0,967124008360095;1,35948172335105;1,58134626882283;1,06880031609435;1,33314256354088;1,44671681288971;1,25797682006039;1,61743456492769;1,38530181931229;1,03939035716134;1,39377629442962;1,35824869123305;1,39008405948619;1,3015652625586;1,08911577998512;0,858146330982055;1,53227859082141;1,53655391261879;0,896137463493733;1,4018374231174;1,62034614618401;1,51006271345778;1,24158042024294;1,30351369764653;1,15038431634728;1,85055016902834;1,24709682431375;1,53159277210283;1,65053455100217;1,75059752422318;1,0981309589773;1,56433138872331;1,13733613757372
"4";1,74904207222485;1,41153708499264;1,87507531942286;1,32416270401199;1,49321722146491;1,07184527001928;1,1891553807931;1,45200432880768;1,26816490563263;1,22064987059046;1,47351367155531;1,45755232574415;1,56240673516357;1,63087937717451;1,10246413203765;1,05498806084628;1,56324419606819;1,39769310215902;1,44146062908408;1,65120985648332;1,57697675478552;1,62255089095589;0,914144318260058;0,885696656446573;1,2323517576202;1,11115652020363;1,80429406135512;1,59309444844834;1,31280492267361;1,66265596264847;1,53241380039509;1,2469438821689;1,4298171143096;1,86096512894754;1,47368351358437;1,51026794700191;1,48849764206648;1,57288609502073;1,44628312673937;1,44917811438476;1,65610843518376;1,58570452852801;1,41289013985176;1,77965390440701;1,58438864830452;1,49072513421416;1,37739894082118;1,18992481230354;1,22907578216869;1,23824247220101
"5";1,02385129538226;1,68949489239631;1,3694223638042;1,5421080222083;1,36771038653979;1,62746572920505;1,21950235866968;1,57663116364508;1,55700720883787;1,50497805823556;1,74045179378487;1,3007571698945;1,65459433531368;1,37051330657332;1,21198282776743;1,41355271364346;1,77883601159325;1,46633548916717;1,35680291322964;1,38800085996622;1,42468775859118;1,55071429703172;1,74156812837048;0,757603355439469;1,23962961515922;1,65924228315647;1,64945965926011;1,14402559644374;1,46956075934123;1,41255856493134;1,14588474389531;1,36161191756408;1,64774904101525;0,620151297074711;1,22046426240051;1,35840496352418;1,50953223028523;2,00239230503358;1,41960651325252;1,41040244399146;1,24634045552803;1,13303226617332;1,58455996672444;1,3274600955119;1,12236568773556;1,02481543356307;2,02576563082777;1,42283362768371;1,22930824809738;1,37957760120023
"6";1,44103193469408;1,35365967113532;1,29639601606024;1,57228920858793;1,37026607483463;1,30767623832716;1,23549357252406;1,03914988192468;1,61377617383348;1,39355938854006;1,45650515925379;1,43542601439918;1,24335382591669;0,838248499364469;1,31649360516566;1,20757816912653;1,30251429726211;1,34149081827052;1,15165092572848;1,10824430408;1,50224087174183;1,57034349549893;1,26002641001024;1,81184784080362;1,69225756581292;1,5365612284962;1,44751873727147;1,54618818584117;1,0953789344816;1,40785364125315;1,2067439611593;1,38412988909086;1,805705859625;1,54244006311925;1,43790844989103;1,71609454134327;1,55968496620822;1,4255407874131;1,20411940793784;1,32524347837447;0,895885456949225;1,31471257990725;1,57228597276922;1,53864482846784;1,1381643170952;1,2099648407673;0,673395717306167;1,26834251195067;1,11163042256527;1,15298412309788
"7";1,08390886634191;1,03648209951086;1,25832743067618;1,64373296300603;1,11149293152556;1,34854471828384;0,835701304898901;1,23661320100969;0,89210398344662;1,88803325764506;1,51046970530345;1,15188880977046;1,56611740298326;0,965246462535316;1,5798567330109;1,12539783521384;1,47031271966802;1,22952900137598;1,49300766404915;1,39397260495471;1,56495588428468;1,35815759468145;1,19580372893053;1,46078452492136;0,8692701654638;1,63977718522137;1,05094572870062;1,12189409542979;1,0642645565001;1,21046621176345;0,889009538445511;1,00336648433645;1,46745041766065;0,991932732502721;1,77169717073025;1,49985439816484;1,38834734316549;1,2696973810941;1,54238834269305;1,48844699440573;1,48674039374661;1,5285300414828;1,58505821643343;1,27532094490114;1,09167276570141;1,71979239133481;1,46956127723161;0,917163116074114;1,07083162262209;1,14110193091657
"8";1,49418127438908;1,70483542766356;1,338606729845;1,23743379643888;1,34634788762584;1,373083076982;1,22341763090829;1,38645595317939;1,5065215990094;1,52057531849897;1,51789267985523;1,57310663064643;1,55310265525663;1,43049482847806;1,22986548836118;1,46671864220121;1,35945540130149;1,01045988325687;1,00627838799902;1,12151632044835;0,978822515691597;1,6392275996981;1,28110306121507;1,09483558529194;1,78737318651177;0,996564635139572;1,40349695277473;1,48105735065962;1,42968369979585;1,35939052782315;1,33765093206021;1,55953774761385;1,01923332772404;1,16011498884547;1,39006304884297;0,895473872225307;1,43980478086117;1,12716713059966;0,83646680866532;1,13417208929852;1,37555013378465;1,51734322389306;1,30038618248358;1,27050432705877;1,09586912297145;1,00270928873981;1,27987411285184;0,986484689344777;1,56839924504041;1,13575041552809
"9";1,44005357944772;1,21540719476975;1,85550185214391;1,72950221488385;1,99466962322814;1,49365990113783;1,43383436785578;1,57816610577178;1,21238987713953;1,44321759042054;1,7535966550129;1,45275884571283;0,912933048193921;1,3268565559622;1,67499776962322;1,34723401850883;1,35361290606625;1,45997042386428;1,8543262518478;1,33038495396149;1,19558976982165;1,74023358025098;1,14156707319847;1,18193843885441;1,36535386895726;1,20849416637051;1,12060052066955;1,22377491034496;1,89597925863472;1,01415811452072;1,40737921212261;1,16933049739326;1,71178831012833;1,80198714324613;0,677008108577938;1,19391158271893;1,35224109050267;1,34329669324301;1,71743011155059;1,49607909046338;1,2928180946355;1,55752165843767;1,29251967626431;1,50472353015558;1,0408125813303;1,48699463485112;1,2531121857121;1,10520577039921;1,47398097129558;1,34964732177563
"10";1,55856991854304;1,54917161649411;1,25899933515215;1,23226688065029;1,44331496339046;1,4480933072148;1,07014694661722;1,72468959256859;0,951862151459172;1,15657692916144;1,15388736841441;1,69220052208229;1,5385008314891;1,50719843858313;1,48864682943189;0,92652713132714;1,42660448851265;1,63674338843949;1,42922941981936;1,29830469501759;1,01337206125972;1,04521585687197;1,54717789318208;1,46773794556342;1,51377798807913;1,18694412888348;1,38533518305279;1,3793784668328;0,843017130627401;1,43703230353969;1,33913059687399;1,14137356251069;1,50808671022181;1,15142087691576;1,52345154371348;1,51199555371122;1,01350505450736;1,35619871094961;0,900440068450884;1,39103310943681;1,86733864374391;0,964057039497902;1,54646046006613;1,1050029886104;1,39192810277803;1,71083846948961;1,36081830765186;1,23446222982575;1,71315235025535;1,65401849202881
