"";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu";"MLEcu"
"1";1,40209540359083;1,40121885762804;1,4228468558632;1,69720958541442;1,40128164197692;1,67746509145159;1,38369110612488;1,43955876526688;2,38561638361397;-88,3017044914232;-27,8684308876213;1,75563669534165;1,21403047763533;1,2619180781593;2,54058113526179;-55,6851416437881;1,3876156910392;-2,75868232352189;1,4611312701052;1,37005313470776;1,40149095028256;2,27443172229215;0,11664852995361;1,44084293069257;1,41027842203344;1,40332589913502;1,9802363691554;-0,178987195741405;1,6941205660604;1,40185817720612;1,40239302849951;-0,497595416031182;1,83231795430369;1,44931524379762;0,582477961018173;-8,83047445977603;1,40039791820698;1,54666371142978;1,40136643022906;1,13615460220867;1,40148632691584;1,40353073178385;1,32080918333398;10,7488546212564;20,7471858175696;2,15440960055669;2,15324306341495;2,17660073796571;1,44847516440421;1,41424768675471
"2";1,40072580466998;1,41387709766329;-10,4507827247217;1,40340056007346;1,92382738164441;1,43230539791301;62,5639397759996;2,05007248529463;1,69527128633989;13,007747321219;-6,3236390823269;1,79658066401551;25,6093356347644;-10,8183148557917;-40,4116277853176;7,92349772966553;1,5991602755186;1,65934926455839;-1,21245229539444;1,51520727857415;1,38719821558752;2,348925442356;0,609751414252436;-0,980753887330376;0,146628918084573;1,40417547188065;28,74874592726;1,40202225524445;-30,619693383627;4,04214274021103;0,0918603164553673;2,87188349115168;1,97376150949398;1,21788879386955;-0,560808869264132;1,39949697944188;0,121006042193093;2,06936970937415;1,58860147974118;-3,04397858724116;1,74878776453497;1,40395865374607;179,939247232809;2,09391032313738;1,4172247516436;1,41453730197814;116,456592368326;2,43716207522322;1,45429455074975;1,51272471396019
"3";1,52428387473339;1,40310573407425;0,753232129084357;-19,2276530741699;1,46827130320053;1,41804335662392;1,40038843935969;1,49598020610228;1,39635887252913;1,45426856725959;1,40218701345894;-11,4745099552876;1,40093495741069;41,3331589287529;1,43703546538209;1,46835662461426;0,969189422002127;14,6315076051947;1,4018832344031;1,58810282643836;2,77313318298763;1,6956190603539;1,38443372661121;1,40169634398582;41,2800123616904;1,72358409369895;-5,56791548354856;4,90222140755992;1,5227915476201;3,22199702801305;1,96192027268535;-0,754678394056686;2,0678066057321;-6,77598276903798;1,74303866580079;1,79447250103433;1,49478928819217;1,43719575926372;1,53217070577728;1,62002867830316;26,0304249499596;-0,0118556341817335;1,4232933131257;1,01536764550285;1,41128542242599;1,40208094672552;1,4014068498736;6,65704135626667;3,03633349096458;2,80371940647578
"4";1,42829383443664;2,96099551291154;1,40231996720691;1,45006120432027;1,43375296539534;2,75345054695462;1,52350510231369;1,5177964071961;-10,8205418938399;-10,5596003958857;1,4139322532515;3,09592704997131;1,39282900011553;1,41063143797887;-7,18534249084612;4,25487719795063;12,6835112873199;-0,697363900165559;3,98562930392556;1,45687338265599;1,40054810073862;1,40122472853999;21,8667829037321;98,385352379322;-78,0654314152191;2,05857202444693;1,40943339827021;1,43965257652091;1,14424562466235;1,40217053034307;1,46866953720017;1,40635904176546;1,57177984123859;1,40072791814458;1,62866202587067;1,36280812934135;1,41452149967792;1,44878952005405;1,47290805964431;1,40392978133333;1,4006584121341;1,93313959477282;35,678092007013;-6,67425274654036;-1,68219314184681;-2,45136271586141;1,3638154936944;7,20784193449957;-0,196019204641672;6,41215061831085
"5";-1,98516914723747;1,41115279152516;5,98617742190764;1,45130354795132;9,64040932902513;1,4610939028699;-6,74573057211918;1,4033289882825;-3,58018328087126;2,09274828080957;1,40151778425671;-51,3603604436518;1,43128417255046;10,6528311291925;1,4021476367917;1,63203065827675;1,51910819523224;2,16165717157165;3,97500085760121;1,44780675781086;1,39711876738572;1,41849612301613;1,67876621822832;5,06994192472036;2,79231306232696;1,53787446323261;1,69292058403492;6,30171656293088;1,41399648879551;1,16002812847957;2,44360853779008;1,83191482849841;1,40479337278075;-4,04064104636736;-2,91128125807639;1,47284780869666;-49,1059454704546;1,40264654140196;1,40246673842941;1,15255950089293;1,47544468265869;0,852817545284283;1,44599594857744;6,11404500292055;0,702521156466759;0,223859096769198;1,40166041081131;1,42100573317849;-9,69272559383173;1,48324994077529
"6";1,70447906701175;1,4104507953288;-7,35429047888993;1,39918686362953;1,39462876767152;-14,9269827243621;6,49280379980087;0,872834530544097;18,0751488909064;1,4022200196002;-4,02839232190931;1,44519817853404;1,42557836437393;-1,42657316065266;4,04796819035973;4,45106330193069;1,39501384328488;1,56164204771751;198,995389334507;-2,33952970547112;1,40059328908322;0,668365493500318;1,99222510210898;1,42222731830594;3,90703627760878;1,55462640973717;3,10235459745327;2,4864824655493;0,851406985856638;1,41002169989015;-1,87511302327136;12,5375395080747;1,4426063492246;1,43407335592534;1,42013227957635;1,39561575583135;1,40252268616001;-1,83582947421985;1,40573877213526;-75,5929912300287;2,97249704195015;1,62791791426052;1,40087076802064;0,680767340635436;1,51408968035071;2,66126624700417;7,67415324977745;1,51295940446576;2,79811773616878;2,37219484902817
"7";1,38396639294087;0,10984045152559;18,6781917420417;1,63270331330301;2,58652636084329;0,666093973893323;21,1340848089919;0,589713023702302;1,70334578361799;1,40214697654629;1,42636347747727;-43,2196125178695;1,5360270253603;-3,70336918416879;1,66687845087765;1,70695857055006;1,40251146886312;6,28176268266932;1,40237473914288;1,28812897807695;2,31977516973375;1,44749677373574;1,39418651480986;2,38802949595993;5,11274918440893;1,56693331612672;2,16050913093165;3,20273986455043;0,904864106563224;0,285737962691814;44,2686638736345;2,58218309970688;2,6612846719469;2,03047702801495;1,64113372070386;1,40468950190169;1,38375114524769;3,72541890315598;1,75298746581436;1,42339905947658;-2,61591431084944;1,48191044744262;1,40278180734427;1,54668937985781;-1,23129965077791;1,61383668344187;1,8606663034438;-5,77503054490368;20,3154567639007;-28,2359070592894
"8";1,71026260485022;1,40590885559518;-11,7337923059329;2,39813727302421;1,40290318035229;1,40636688669045;-1,38693058467765;1,57560791151814;1,65305902096804;26,1875220646743;1,94723481018938;1,40239233459643;1,39027838671193;1,22994684383605;1,40696942878687;1,79114385203118;1,41969239469868;7,15482061294116;3,19182283017485;9,81148606199837;-2,91291438084598;1,40250603024694;-9,11028766018357;-8,47834356899347;1,40651208882476;1,40400011142703;1,40364752882215;1,53286711052576;3,22063402840275;-5,8294568054503;21,4495850143646;1,04467065441979;-0,109608708448054;-7,89321510828416;0,950907928641574;-20,5569258510278;1,40131968963324;3,66236392672125;0,56723272932799;4,65305977271449;2,03753906053243;1,40075291104136;1,40141143829871;-27,4881613835623;7,57738510179183;1,64864741315964;29,0573407175374;-14,0690653961014;4,17750327686835;15,0316364128924
"9";1,41065878825968;4,66506728223354;1,40105345294386;1,4049832033417;1,40041790297223;1,41473285220951;1,9625377764071;1,40136989830695;-0,998794740959854;-4,13286331971319;1,40165333601164;1,40114162274368;1,53362226333924;1,40238204294996;1,40497173975533;1,06109192968736;-1,34905473593653;1,44729472335701;1,40330642370342;1,40250307470967;19,1176136332073;0,992656329569009;-6,73539131749517;-0,155029828982187;9,09991899704785;2,2545477566497;0,66638605892478;2,47219058537775;1,40189355663676;3,06504272896907;-1,06086944259682;-32,2445998775885;1,4102407743503;1,42002425347641;10,8633954733398;-0,592585387893035;5,93684446721936;1,42154866539351;1,41086545923819;-39,259647730606;0,657969060144239;1,41195858942261;-3,35215405058013;1,40217178173484;5,54410820077432;1,41303006080374;1,14246887727143;3,39707336849782;1,41265379740838;1,40127520164588
"10";1,40299749561748;1,41239030509434;-3,0440605799233;3,64659260395314;4,7254128605408;-6,31657945608825;-14,9378425869659;1,48494954565512;4,382878676013;1,75931964075127;0,28438292136485;1,40070511668031;1,40123472620917;1,40782867693365;1,43488184852099;1,45624389786315;1,40314421383946;1,40061473643295;1,55318692757432;12,1374660988964;-0,239859012594229;3,16654692518821;1,41456844297946;2,28565196411683;-1,84560366067505;1,44602950395964;0,201313981444599;0,599360862757558;-37,4220856423863;2,82833738716055;1,42370610612005;3379,04460615304;1,39944602029653;1,44006285142016;1,40461179827344;1,41280844192663;-4,72144483571944;-1,10704464686667;5,73174498594909;1,40606717754681;1,40097685474493;-12,3120346638681;1,43890537549688;-0,0159798402538618;1,40877860211857;1,43368779466872;1,35436493302692;1,53136864793057;1,44202733876701;0,610464643419821
